gene_name_canonical,compartment,source,Note
TOMM40,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TOMM40L,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TOMM7,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TOMM70,mitochondria,manual curation,TOMM complex subunit ommited in mitocarta
TRAP1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TSFM,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
TXN2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCR10,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCRC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCRC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCRFS1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCRH,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
UQCRQ,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
VDAC1,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
VDAC2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
VWA8,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
WARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
YARS2,mitochondria,MitoCarta 3.0 PMID: 33174596,using score >20; meta-analysis
NUP107,nuclear_pore,manual curation,nucleoporin
NUP133,nuclear_pore,manual curation,nucleoporin
NUP153,nuclear_pore,manual curation,nucleoporin
NUP155,nuclear_pore,manual curation,nucleoporin
NUP160,nuclear_pore,manual curation,nucleoporin
NUP188,nuclear_pore,manual curation,nucleoporin
NUP205,nuclear_pore,manual curation,nucleoporin
NUP210,nuclear_pore,manual curation,nucleoporin
NUP210L,nuclear_pore,manual curation,nucleoporin
NUP214,nuclear_pore,manual curation,nucleoporin
NUP35,nuclear_pore,manual curation,nucleoporin
NUP37,nuclear_pore,manual curation,nucleoporin
NUP43,nuclear_pore,manual curation,nucleoporin
NUP50,nuclear_pore,manual curation,nucleoporin
NUP54,nuclear_pore,manual curation,nucleoporin
NUP58,nuclear_pore,manual curation,nucleoporin
NUP62,nuclear_pore,manual curation,nucleoporin
NUP62CL,nuclear_pore,manual curation,nucleoporin
NUP85,nuclear_pore,manual curation,nucleoporin
NUP88,nuclear_pore,manual curation,nucleoporin
NUP93,nuclear_pore,manual curation,nucleoporin
NUP98,nuclear_pore,manual curation,nucleoporin
ABRAXAS1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ACIN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ADAR,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ADNP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
AEN,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
AHDC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ANKRD11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ARID1A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ARID1B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ARID4A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ARID5B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ARL6IP6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ASB7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ASXL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATAD2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATAD5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATF3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATF4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATRX,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATXN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATXN7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ATXN7L3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BAP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BAP18,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BARD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BARX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BAZ1A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BAZ2A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BAZ2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BBX,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BCL6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BCL7A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BCL7B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BCL7C,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BCLAF3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BDP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BEND3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BHLHE40,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BICRAL,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BMAL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BMI1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BNC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRD4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRD7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRD8,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRMS1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRMS1L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRPF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRWD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
BRWD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
C14orf93,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
C19orf47,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
C1orf131,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
C5orf24,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CALD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CBX6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CCDC71,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CCDC71L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CCNC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CCNE2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CCNQ,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDCA2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDCA5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDCA7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDCA7L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDK10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDK2AP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDYL,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CDYL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CEBPB,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CEBPD,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CEBPG,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CEBPZ,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPB,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPL,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPN,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPO,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPQ,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPV,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CENPW,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CHD2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CHD7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CHD8,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CLK1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CLK4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CREM,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CTCF,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CTDSPL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
CXXC5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DDX51,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DEAF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DEDD,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DHX33,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DLX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DLX2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DLX3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DNMT3A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DNMT3B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DPF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DUSP14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
E2F7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EHMT1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ELF3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ELK1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ELL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EP400,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EP400P1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EPC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EPC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
EPOP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ERG,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ESRRA,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FAM76A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FBLL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FBXL19,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FBXO28,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FCF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FLYWCH1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FOSB,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FOSL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FOXA1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FOXC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
FOXC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
G2E3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GATA2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GATA6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GATAD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GATAD2A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GLIS2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GLYR1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GMCL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GMEB2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GPANK1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GPATCH1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
GZF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
H2AC11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
H2BC4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HASPIN,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HBP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HCFC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HES1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HIRA,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HMGA1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HMGN3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HMGN4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HMGXB3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HMGXB4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HNRNPC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HOXB7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HOXC11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HOXC13,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HOXC9,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
HOXD11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
IKZF5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ING2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ING3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INO80,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INO80B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INTS10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INTS15,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INTS5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INTS6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
INTS8,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
IRF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ITGB3BP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JARID2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JAZF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JDP2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JRKL,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JUN,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
JUNB,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KANSL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KANSL3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KAT14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KAT5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KDM2A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KDM4D,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KDM5A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KIAA1586,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KIF18B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KLF10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KLF12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KLF5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KMT2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KMT2D,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KMT5B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
KMT5C,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
LCOR,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
LCORL,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
LIN52,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
LIN54,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
LRWD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MAFF,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MAFG,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MAFK,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MAK16,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MATR3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MAU2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBD2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBD6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBIP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBTD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MBTPS2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MDC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MECP2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MED13L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MED19,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MED28,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MED7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MED9,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MEN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MEOX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MFSD9,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MIDEAS,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MIER2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MIS18BP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MKI67,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MLH3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MLLT6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MND1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MPND,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MSL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MSL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MSL3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MTA1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MTF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MYBL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MYBL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MYNN,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
MYSM1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
N4BP2L2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NAIF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NCOA6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NEMP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NFE2L2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NFIB,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NFIL3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NFIX,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NFKBIL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NOL10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NR1H2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NR2C2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NRM,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NSD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NSD2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NSD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NSMCE3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NUMA1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
NUSAP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ORC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
OTX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PALB2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PASD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PATZ1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PAX6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PBRM1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PCGF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PDCD11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PES1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PGBD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHC3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF20,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHF20L1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PHIP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PIAS4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PKNOX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
POGZ,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
POM121C,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PPHLN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PPP1R26,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRC1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRDM10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRPF40A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRR12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRR14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRR3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PRRX2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PSIP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PWWP2A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
PWWP3A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
QKI,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RAD54L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RAI1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RARA,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RARG,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RBBP8,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RBM10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RBM15B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RBM45,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RESF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
REST,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
REXO1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RFX7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RGPD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RIOX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RLF,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RNF6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RNPC3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RREB1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
RSBN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SAP130,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SAP30L,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SCMH1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SCML2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SELENOH,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SENP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SETD5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SGO1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SIRT6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SIX2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SLF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SLX4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCA1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCA2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
